code	Item
533.54	Wax, luting
533.54	Wood, plastic (filler)
533.55	Mixtures of acetone, methyl acetate and methanol
533.55	Mixtures of ethyl acetate, butyl alcohol and toluene
533.55	Mixtures of petroleum spirit with chlorinated products and xylene
533.55	Mixtures of white spirit with trichlorethylene
533.55	Paint removers, organic, composite
533.55	Paint-stripping compositions for removing old paint, organic
533.55	Preparations for degreasing machinery parts, organic
533.55	Solvents, organic, composite, for varnishes and similar products (excl. solvents for removing nail varnishes)
533.55	Thinners, organic, composite, for varnishes and similar products
541.11	7-Dehydrocholesterol, non-irradiated, not put up as medicaments
541.11	7-Dehydrocholesteryl acetate, non-irradiated, not put up as medicaments
541.11	7-Dehydro-beta-sitosterol, non-irradiated, not put up as medicaments
541.11	22,23-Dihydroergosterol, non-irradiated, not put up as medicaments
541.11	22,23-Dihydroergosteryl acetate, non-irradiated, not put up as medicaments
541.11	Ergosterol, non-irradiated, not put up as medicaments
541.11	Ergosteryl acetate, non-irradiated, not put up as medicaments
541.11	Provitamins D (D2, D3, D4, D5) and their derivatives, used primarily as vitamins, not put up as medicaments
541.11	Provitamins (natural or reproduced by synthesis), and their derivatives, used primarily as vitamins, not put up as medicaments
541.12	Axerophthol, not put up as medicaments
541.12	3-Dehydroaxerophthol, not put up as medicaments
541.12	3-Dehydroretinol, not put up as medicaments
541.12	Retinal, not put up as medicaments
541.12	Retinene-1, not put up as medicaments
541.12	Retinene-2,3-dehydroretinal, not put up as medicaments
541.12	Retinoic acid, not put up as medicaments
541.12	Retinol (INN), not put up as medicaments
541.12	Tretinoin (INN), not put up as medicaments
541.12	Vitamin A acetate, not put up as medicaments
541.12	Vitamin A, fatty acid esters of, not put up as medicaments
541.12	Vitamin A palmitate, not put up as medicaments
541.12	Vitamin A1 acid, not put up as medicaments
541.12	Vitamin A1 alcohol, not put up as medicaments
541.12	Vitamin A1 aldehyde, not put up as medicaments
541.12	Vitamin A2 alcohol, not put up as medicaments
541.12	Vitamin A2 aldehyde, not put up as medicaments
541.12	Vitamins A (A1, A2) and their derivatives used primarily as vitamins, not put up as medicaments
541.13	Adermin, not put up as medicaments
541.13	4-Aminomethyl-3-hydroxy-5-hydroxymethyl-2-methylpyridine, not put up as medicaments
541.13	Aneurine naphthalene-1,5-disulphonate, not put up as medicaments
541.13	Aneurine, not put up as medicaments
541.13	Aneurine salicylate hydrobromide, not put up as medicaments
541.13	Aneurine salicylate hydrochloride, not put up as medicaments
541.13	Aneurine-1,5-salt, not put up as medicaments
541.13	Calcium pantothenate (D- and DL-), not put up as medicaments
541.13	Cyanocobalamin (INN), not put up as medicaments
541.13	N-(alpha,gamma-dihydroxy-beta,beta-dimethylbutyryl)-beta-alanine, not put up as medicaments
541.13	D-alpha,gamma-dihydroxy-N-3-ethoxypropyl-beta,beta-dimethyl-butyramide, not put up as medicaments
541.13	alpha,gamma-Dihydroxy-N-3-hydroxypropyl-beta,beta-dimethyl-butyramide, not put up as medicaments
541.13	Folic acid (INN), not put up as medicaments
541.13	Folinic acid, not put up as medicaments
541.13	4-Formyl-3-hydroxy-5-hydroxymethyl-2-methyl-pyridine, not put up as medicaments
541.13	5-Formyl-5,6,7,8-tetrahydropteroylglutamic acid, not put up as medicaments
541.13	Hydroxocobalamin (INN), not put up as medicaments
541.13	3-Hydroxy-4,5-di(hydroxymethyl)-2-methyl-pyridine, not put up as medicaments
541.13	(Hydroxymethyl)riboflavine, not put up as medicaments
541.13	Iodothiamine hydrochloride, not put up as medicaments
541.13	Iodothiamine hydroiodide, not put up as medicaments
541.13	Iodothiamine, not put up as medicaments
541.13	Lactoflavine, not put up as medicaments
541.13	Methylcobalamin, not put up as medicaments
541.13	Methylolriboflavine, not put up as medicaments
541.13	Nicotinic ester of vitamin B1
541.13	Nitritocobalamin, not put up as medicaments
541.13	Pantothenic acid (D- and DL-), not put up as medicaments
541.13	D-pantothenol ethyl ether, not put up as medicaments
541.13	Pantothenol (D- and DL-), not put up as medicaments
541.13	Pantothenyl alcohol, not put up as medicaments
541.13	Pteroylglutamic acid, not put up as medicaments
541.13	Pyridoxal hydrochloride, not put up as medicaments
541.13	Pyridoxal, not put up as medicaments
541.13	Pyridoxal orthophosphoric ester and its sodium salt, not put up as medicaments
541.13	Pyridoxamine dihydrochloride, not put up as medicaments
541.13	Pyridoxamine, not put up as medicaments
541.13	Pyridoxamine orthophosphoric ester and its sodium salt, not put up as medicaments
541.13	Pyridoxamine phosphate, not put up as medicaments
541.13	Pyridoxine hydrochloride, not put up as medicaments
541.13	Pyridoxine (INN), not put up as medicaments
541.13	Pyridoxine orthophosphate, not put up as medicaments
541.13	Pyridoxine orthophosphoric ester and its sodium salt, not put up as medicaments
541.13	Pyridoxine tripalmitate, not put up as medicaments
541.13	Pyridoxol, not put up as medicaments
541.13	Riboflavine (INN), not put up as medicaments
541.13	Riboflavine 5'-orthophosphate and its sodium or diethanolamine salt, not put up as medicaments
541.13	Riboflavine, 5'-orthophosphoric ester of, not put up as medicaments
541.13	Sodium pantothenate (D- and DL-), not put up as medicaments
541.13	Sulphitocobalamin, not put up as medicaments
541.13	Thiamine hydrochloride (INNM), not put up as medicaments
541.13	Thiamine (INN), not put up as medicaments
541.13	Thiamine mononitrate, not put up as medicaments
541.13	Thiamine orthophosphate and its mono- and dihydrochloride and monophosphate, not put up as medicaments
541.13	Thiamine salicylate hydrobromide, not put up as medicaments
541.13	Thiamine salicylate hydrochloride, not put up as medicaments
541.13	Thiamine-1,5-salt, not put up as medicaments
541.13	Vitamin B1 and its derivatives used primarily as vitamins, not put up as medicaments
541.13	Vitamin B1, orthophosphoric ester of, and its mono- and dihydrochloride and monophosphate, not put up as medicaments
541.13	Vitamin B2 and its derivatives used primarily as vitamins, not put up as medicaments
541.13	Vitamin B3 and its derivatives used primarily as vitamins, not put up as medicaments
541.13	Vitamin B5 and its derivatives used primarily as vitamins, not put up as medicaments
541.13	Vitamin B6 and its derivatives used primarily as vitamins, not put up as medicaments
541.13	Vitamin B9 and its derivatives used primarily as vitamins, not put up as medicaments
541.13	Vitamin B9, calcium salt of, not put up as medicaments
541.13	Vitamin B9, sodium salt of, not put up as medicaments
541.13	Vitamin B12 and its derivatives used primarily as vitamins, not put up as medicaments
541.14	Calcium hypophosphitoascorbate, not put up as medicaments
541.14	Magnesium ascorbate, not put up as medicaments
541.14	Sarcosine ascorbate, not put up as medicaments
541.14	L-arginine ascorbate, not put up as medicaments
541.14	Ascorbic acid (INN), not put up as medicaments
541.14	Ascorbyl palmitate, not put up as medicaments
541.14	Calcium ascorbate, not put up as medicaments
541.14	Calcium ascorboglutamate, not put up as medicaments
541.14	Sodium ascorbate, not put up as medicaments
541.14	Sodium ascorboglutamate, not put up as medicaments
541.14	Strontium (L) ascorbocinchoninate, not put up as medicaments
541.14	Strontium (L) ascorbo-2-phenylquinoline-4-carboxylate, not put up as medicaments
541.14	Vitamin C and its derivatives used primarily as vitamins, not put up as medicaments
541.15	Disodium alpha-tocopheryl phosphate, not put up as medicaments
541.15	alpha-Tocopherol acetate, not put up as medicaments
541.15	alpha-Tocopherol (D- and DL-), not put up as medicaments
541.15	Tocopheryl diaminoacetate, not put up as medicaments
541.15	beta-Tocopheryl, not put up as medicaments
541.15	gamma-Tocopheryl, not put up as medicaments
541.15	alpha-Tocopheryl polyethylene glycol succinate, not put up as medicaments
541.15	Vitamin E and its derivatives used primarily as vitamins, not put up as medicaments
541.15	alpha-Tocopheryl hydrogen succinate, not put up as medicaments
541.16	Biotin (INN), not put up as medicaments
541.16	Biotin methyl ester (INNM), not put up as medicaments
541.16	Calciferol, not put up as medicaments
541.16	Calcium folinate (INN), not put up as medicaments
541.16	Calcium nicotinate, not put up as medicaments
541.16	Cholecalciferol, not put up as medicaments
541.16	7-Dehydrocholesterol, activated or irradiated, not put up as medicaments
541.16	7-Dehydrocholesteryl acetate, activated or irradiated, not put up as medicaments
541.16	7-Dehydro-beta-sitosterol, activated or irradiated, not put up as medicaments
541.16	3-Difarnesyl-2-methyl-1,4-naphthaquinone, not put up as medicaments
541.16	22,33-Dihydroergosterol, activated or irradiated, not put up as medicaments
541.16	Dihydrophylloquinone, not put up as medicaments
541.16	3-Dihydrophytyl-2-methyl-1,4-naphthaquinone, not put up as medicaments
541.16	2,3-Epoxy-2,3-dihydro-2-methyl-3-phytyl-1,4-naphthaquinone, not put up as medicaments
541.16	Ergocalciferol, not put up as medicaments
541.16	Ergosterol, activated or irradiated, not put up as medicaments
541.16	Vitamin D3 and its derivatives used primarily as vitamins, not put up as medicaments
541.16	Vitamin D3-cholesterol molecular compound, not put up as medicaments
541.16	Vitamin D3, fatty acid esters of, not put up as medicaments
541.16	Vitamin D4, not put up as medicaments
541.16	Vitamin D5, not put up as medicaments
541.16	Vitamin H and its derivatives used primarily as vitamins, not put up as medicaments
541.16	Vitamin K1 epoxide, not put up as medicaments
541.16	Farnoquinone, not put up as medicaments
541.16	2-Methyl-3-phytyl-1,4-naphthaquinone, not put up as medicaments
541.16	Niacin, not put up as medicaments
541.16	Niacinamide, not put up as medicaments
541.16	Nicotinamide hydrochloride, not put up as medicaments
541.16	Nicotinamide (INN), not put up as medicaments
541.16	Nicotinic acid amide, not put up as medicaments
541.16	Nicotinic acid (INN), not put up as medicaments
541.16	Nicotinomorpholide, not put up as medicaments
541.16	Phylloquinone, not put up as medicaments
541.16	Phytomenadione (INN), not put up as medicaments
541.16	Phytonadione, not put up as medicaments
541.16	3-Phytylmenadione, not put up as medicaments
541.16	Pyridine-beta-carboxylic acid, not put up as medicaments
541.16	Sodium folate (INNM), not put up as medicaments
541.16	Sodium nicotinate, not put up as medicaments
541.16	Sodium pteroyltriglutamate, not put up as medicaments
541.16	Vitamin D2, acetate of, not put up as medicaments
541.16	Vitamin D2 and its derivatives used primarily as vitamins, not put up as medicaments
541.16	Vitamin D2, fatty acid esters of, not put up as medicaments
541.16	Vitamin K1 oxide, not put up as medicaments
541.16	Vitamin K2, not put up as medicaments
541.16	Vitamin PP and its derivatives used primarily as vitamins, not put up as medicaments
541.16	Vitamins D (D2, D3, D4, D5) and their derivatives used primarily as vitamins, not put up as medicaments
541.16	Vitamins D, fatty acid esters of, not put up as medicaments
541.16	Vitamins K (K1, K2) and their derivatives used primarily as vitamins, not put up as medicaments
541.17	Vitamin A, natural, concentrates of
541.17	Vitamin D, natural, concentrates of
541.17	Vitamins A plus D concentrates, natural, not put up as medicaments
541.17	Vitamins, provitamins and natural vitamin concentrates, intermixtures of, whether or not put up as medicaments
541.31	Benzathine benzylpenicillin (INN), not put up as medicaments
541.31	Benzylpenicillin, not put up as medicaments
541.31	Calcium bis(6-benzylpenicillanate), not put up as medicaments
541.31	Calcium penicillin, not put up as medicaments
541.31	Chloroprocaine penicillin O, not put up as medicaments
541.31	Dimethoxyphenyl penicillin sodium, not put up as medicaments
541.31	Penicillin G, not put up as medicaments
541.31	Penicillin G potassium, not put up as medicaments
541.31	Penicillin G sodium, not put up as medicaments
541.31	Penicillin O, not put up as medicaments
541.31	Penicillin O sodium, not put up as medicaments
541.31	Penicillin V, not put up as medicaments
541.31	Penicillin V potassium, not put up as medicaments
541.31	Penicillins and their derivatives, and salts thereof, used primarily as antibiotics, not put up as medicaments
541.31	Penicillins, obtained by biosynthesis, not put up as medicaments
541.31	Penicillins, semi-synthetic, not put up as medicaments
541.31	Phenethicillin, not put up as medicaments (Phenoxyethyl)penicillin, not put up as medicaments
541.31	alpha-Phenoxyethylpenicillin potassium, not put up as medicaments
541.31	Phenoxymethylpenicillin (INN), not put up as medicaments
541.31	Phenoxymethylpenicillin potassium, not put up as medicaments
541.31	Procaine penicillin, not put up as medicaments
541.31	Sodium allylthioacetamidopenicillinate, not put up as medicaments
541.31	(Phenoxyethyl)penicillin, not put up as medicaments
541.32	Actinomycetin, not put up as medicaments
541.32	Actinomycins, not put up as medicaments
541.32	Dihydrostreptomycin (INN) and its salts, used primarily as antibiotics, not put up as medicaments
541.32	Dihydrostreptomycin sulphate (INNM), not put up as medicaments
541.32	Streptomycin sulphate (INNM), not put up as medicaments
541.32	Streptomycins and their derivatives, and salts thereof, used primarily as antibiotics, not put up as medicaments
541.33	Chlortetracycline (INN), not put up as medicaments
541.33	Oxytetracycline hydrochloride (INNM), not put up as medicaments
541.33	Oxytetracycline (INN), not put up as medicaments
541.33	Tetracycline hydrochloride (INNM), not put up as medicaments
541.33	Tetracyclines and their derivatives, and salts thereof, used primarily as antibiotics, not put up as medicaments
541.39	Amphotericin B (INN), not put up as medicaments
541.39	Azaserine (INN), not put up as medicaments
541.39	Bacitracin (INN), not put up as medicaments
541.39	Cephalosporin C, not put up as medicaments
541.39	Chloramphenicol (INN) and its derivatives, and salts thereof, used primarily as antibiotics, not put up as medicaments
541.39	Chloramphenicol palmitate (INNM), not put up as medicaments
541.39	Cycloserine (INN), not put up as medicaments
541.39	Erythromycin (INN) and its derivatives, and salts thereof, used primarily as antibiotics, not put up as medicaments
541.39	Gramidicin (INN), not put up as medicaments
541.39	Neomycin (INN) and its derivatives, and salts thereof, used primarily as antibiotics, not put up as medicaments
541.39	Neomycin sulphate (INNM), not put up as medicaments
541.39	Novobiocin (INN), not put up as medicaments
541.39	Sarkomycins, not put up as medicaments
541.39	Streptothricin, not put up as medicaments
541.39	Thiamphenicol (INN), not put up as medicaments
541.39	Tylosin (INN), not put up as medicaments
541.39	Tyrocidin and its derivatives, and salts thereof, used primarily as antibiotics, not put up as medicaments
541.39	Vancomycin (INN), not put up as medicaments
541.39	Viomycin (INN) and its derivatives, and salts thereof, used primarily as antibiotics, not put up as medicaments
541.39	Viomycin sulphate (INNM), not put up as medicaments
541.41	Acetorphine (INN), not put up as medicaments
541.41	Acetyldihydrocodeinone, not put up as medicaments
541.41	Apomorphine hydrochloride, not put up as medicaments
541.41	Apomorphine, not put up as medicaments
541.41	3-O-benzylmorphine, not put up as medicaments
541.41	Codeine and its salts, not put up as medicaments
541.41	Codeine hydrochloride, not put up as medicaments
541.41	Codeine phosphate, not put up as medicaments
541.41	Codeine sulphate, not put up as medicaments
541.41	Codoxime (INN), not put up as medicaments
541.41	Cotarnine, not put up as medicaments
541.41	N-demethylcodeine, not put up as medicaments
541.41	N-demethylmorphine, not put up as medicaments
541.41	Desomorphine (INN), not put up as medicaments
541.41	O,O'-diacetylmorphine, not put up as medicaments
541.41	7,8-Dihydrocodeine 6-acetate, not put up as medicaments
541.41	Dihydrocodeine (INN), not put up as medicaments
541.41	Dihydrocodeinone, not put up as medicaments
541.41	7,8-Dihydro-14-hydroxymorphine, not put up as medicaments
541.41	7-8-Dihydro-6-methylmorphine, not put up as medicaments
541.41	7,8-Dihydromorphine, not put up as medicaments
541.41	3,6-Di-O-nicotinoylmorphine, not put up as medicaments
541.41	Ethaverine hydrochloride (INNM), not put up as medicaments
541.41	3-O-Ethylmorphine, not put up as medicaments
541.41	Etorphine (INN), not put up as medicaments
541.41	Heroin, not put up as medicaments
541.41	Oxycodone (INN), not put up as medicaments
541.41	Oxymorphone, not put up as medicaments
541.41	Papaverine and its salts, not put up as medicaments
541.41	Papaverine hydrochloride, not put up as medicaments
541.41	Hydrocodone hydrogen tartrate (INNM), not put up as medicaments
541.41	Hydrocodone (INN), not put up as medicaments
541.41	Hydromorphinol (INN), not put up as medicaments
541.41	Hydromorphone (INN), not put up as medicaments
541.41	Methyldesorphine, not put up as medicaments
541.41	Methyldihydromorphine (INN), not put up as medicaments
541.41	N-methylmorphinium bromide, not put up as medicaments
541.41	Morphine acetate, not put up as medicaments
541.41	Morphine and its salts, not put up as medicaments
541.41	Morphine hydrochloride, not put up as medicaments
541.41	Morphine methobromide, not put up as medicaments
541.41	Morphine nitrate, not put up as medicaments
541.41	Morphine N-oxide, not put up as medicaments
541.41	Morphine sulphate, not put up as medicaments
541.41	O'3-(2-Morpholinoethyl)morphine, not put up as medicaments
541.41	Myrophine (INN), not put up as medicaments
541.41	Narceine and its salts, not put up as medicaments
541.41	Narcotine and its salts, not put up as medicaments
541.41	Nicocodine (INN), not put up as medicaments
541.41	Nicodicodine (INN), not put up as medicaments
541.41	Nicomorphine (INN), not put up as medicaments
541.41	6-O-nicotinoylcodeine, not put up as medicaments
541.41	Norcodeine (INN), not put up as medicaments
541.41	Normorphine (INN), not put up as medicaments
541.41	Noscapine (INN), not put up as medicaments
541.41	Opium alkaloids, not put up as medicaments
541.41	Opium derivatives, not put up as medicaments
541.41	Opium salts, not put up as medicaments
541.41	Pholcodine (INN), not put up as medicaments
541.41	Thebacon (INN), not put up as medicaments
541.41	Thebaine and its salts, not put up as medicaments
541.42	Cinchonidine and its salts, not put up as medicaments
541.42	Cinchonidine hydrochloride, not put up as medicaments
541.42	Cinchonidine sulphate, not put up as medicaments
541.42	Cinchonine and its salts, not put up as medicaments
541.42	Cinchonine hydrochloride, not put up as medicaments
541.42	Cinchonine sulphate, not put up as medicaments
541.42	Quinidine and its salts, not put up as medicaments
541.42	Quinidine hydrobromide, not put up as medicaments
541.42	Quinidine sulphate, not put up as medicaments
541.42	Quinidine tannate, not put up as medicaments
541.42	Quinine derivatives, not put up as medicaments
541.42	Quinine dihydrochloride, not put up as medicaments
541.42	Quinine hydrobromide, not put up as medicaments
541.42	Quinine hydrochloride, not put up as medicaments
541.42	Quinine, not put up as medicaments
541.42	Quinine phosphinate, not put up as medicaments
541.42	Quinine salicylate, not put up as medicaments
541.42	Quinine salts, not put up as medicaments
541.42	Quinine sulphate, not put up as medicaments
541.42	Quinine tannate, not put up as medicaments
541.43	Caffeine benzoate, not put up as medicaments
541.43	Caffeine citrate, not put up as medicaments
541.43	Caffeine hydrobromide, not put up as medicaments
541.43	Caffeine, not put up as medicaments
541.43	Caffeine, salicylate, not put up as medicaments
541.43	Caffeine salts, not put up as medicaments
541.44	Ephedrine hydrochloride, not put up as medicaments
541.44	Ephedrine sulphate, not put up as medicaments
541.44	Ephedrines and their salts, not put up as medicaments
541.44	Methylephedrine, not put up as medicaments
541.44	Norephedrine, not put up as medicaments
541.44	Pseudoephedrine (INN), not put up as medicaments
541.45	Aminophylline and its derivatives, and salts thereof, not put up as medicaments
541.45	Theophylline and its derivatives, and salts thereof, not put up as medicaments
541.45	Theophylline-ethylenediamine and its derivatives, and salts thereof, not put up as medicaments
541.46	Alkaloids of rye ergot and their derivatives, and salts thereof, not put up as medicaments
541.46	Ergocornine, not put up as medicaments
541.46	Ergocristine, not put up as medicaments
541.46	Ergocryptine, not put up as medicaments
541.46	Ergometrine (INN), not put up as medicaments
541.46	Ergonovine, not put up as medicaments
541.46	Ergosine, not put up as medicaments
541.46	Ergotamine (INN) and its salts, not put up as medicaments
541.46	Methylergometrine, not put up as medicaments
541.47	Nicotine hydrochloride, not put up as medicaments
541.47	Nicotine, not put up as medicaments or insecticides
541.47	Nicotine salicylate, not put up as medicaments
541.47	Nicotine salts, not put up as medicaments
541.47	Nicotine sulphate, not put up as medicaments
541.49	Aconitine, not put up as medicaments
541.49	Alkaloid tannates, not put up as medicaments
541.49	Arecoline, not put up as medicaments
541.49	Atropine, not put up as medicaments
541.49	Atropine sulphate, not put up as medicaments
541.49	Brucine and its salts, not put up as medicaments
541.49	Cepheline, not put up as medicaments
541.49	Cevadine, not put up as medicaments
541.49	Chelidonine tannate, not put up as medicaments
541.49	Cocaine derivatives, not put up as medicaments
541.49	Cocaine hydrochloride, not put up as medicaments
541.49	Cocaine, not put up as medicaments
541.49	Cocaine salts, not put up as medicaments
541.49	Colchicine, not put up as medicaments
541.49	Colchicine tannate, not put up as medicaments
541.49	Conhydrine, not put up as medicaments
541.49	Coniine hydrobromide, not put up as medicaments
541.49	Coniine hydrochloride, not put up as medicaments
541.49	Coniine, not put up as medicaments
541.49	Curarine, not put up as medicaments
541.49	Deoxyephedrine, not put up as medicaments
541.49	Echitamine and its salts, not put up as medicaments
541.49	Emetine and its salts, not put up as medicaments
541.49	Emetine hydrochloride, not put up as medicaments
541.49	Eserine, not put up as medicaments
541.49	Homatropine hydrobromide, not put up as medicaments
541.49	Homatropine hydrochloride, not put up as medicaments
541.49	Homatropine, not put up as medicaments
541.49	Homatropine sulphate, not put up as medicaments
541.49	Hydrastine, not put up as medicaments
541.49	Hydrastinine, not put up as medicaments
541.49	Hydrohydrastinine, not put up as medicaments
541.49	Hyoscine hydrobromide, not put up as medicaments
541.49	Hyoscine hydrochloride, not put up as medicaments
541.49	Hyoscine hydroiodide, not put up as medicaments
541.49	Hyoscine, not put up as medicaments
541.49	Hyoscine salts, not put up as medicaments
541.49	Hyoscine sulphate, not put up as medicaments
541.49	Hyoscyamine hydrobromide, not put up as medicaments
541.49	Hyoscyamine hydrochloride, not put up as medicaments
541.49	Hyoscyamine, not put up as medicaments
541.49	Hyoscyamine salts, not put up as medicaments
541.49	Mescaline sulphate, not put up as medicaments
541.49	Methamphetamine (INN), not put up as medicaments
541.49	2-Methylamino-1-phenylpropane, not put up as medicaments
541.49	Metopon (INN), not put up as medicaments
541.49	N-methylamphetamine, not put up as medicaments
541.49	Oxohydrastinine, not put up as medicaments
541.49	Pelletierine tannate, not put up as medicaments
541.49	Physostigmine, not put up as medicaments
541.49	Physostigmine salicylate, not put up as medicaments
541.49	Physostigmine sulphate, not put up as medicaments
541.49	Pilocarpine hydrochloride, not put up as medicaments
541.49	Pilocarpine nitrate, not put up as medicaments
541.49	Pilocarpine, not put up as medicaments
541.49	Pilocarpine salts, not put up as medicaments
541.49	Piperine, not put up as medicaments
541.49	Porphyrine alkaloid, not put up as medicaments
541.49	2-Propylpiperidine, not put up as medicaments
541.49	Psilocybine (INN), not put up as medicaments
541.49	Scopolamine, not put up as medicaments
541.49	Solanine, not put up as medicaments
541.49	Sparteine hydrochloride (INNM), not put up as medicaments
541.49	Sparteine (INN), not put up as medicaments
541.49	Sparteine salts, not put up as medicaments
541.49	Sparteine sulphate (INNM), not put up as medicaments
541.49	Sparteine triiodide (INNM), not put up as medicaments
541.49	Strychnine arsenate, not put up as medicaments
541.49	Strychnine hydrochloride, not put up as medicaments
541.49	Strychnine nitrate, not put up as medicaments
541.49	Strychnine, not put up as medicaments
541.49	Strychnine phosphate, not put up as medicaments
541.49	Strychnine phosphinate, not put up as medicaments
541.49	Strychnine salts, not put up as medicaments
541.49	Strychnine sulphate, not put up as medicaments
541.49	Tannin derivatives of alkaloids, not put up as medicaments
541.49	Theobromine and its derivatives, not put up as medicaments
541.49	Tomatine, not put up as medicaments
541.49	Tropa-3-ol, not put up as medicaments
541.49	Tropine, not put up as medicaments
541.49	Tropinone, not put up as medicaments
541.49	Veratrine, not put up as medicaments
541.51	Insulin and its salts, not put up as medicaments
541.52	ACTH (hormone), not put up as medicaments
541.52	Adrenocorticotrophic hormone, not put up medicaments
541.52	Corticotrophin (INN), not put up as medicaments
541.52	FSH (hormone), not put up as medicaments
541.52	Galactin, not put up as medicaments
541.52	GH (hormone), not put up as medicaments
541.52	Gonadotrophin, chorionic (INN), not put up as medicaments
541.52	Gonadotrophin, pregnant-mare serum, not put up as medicaments
541.52	Gonadotrophin, serum, not put up as medicaments
541.52	HCG (hormone), not put up as medicaments
541.52	Hormones, adrenocorticotrophic, not put up as medicaments
541.52	Hormones, follicle-stimulating, not put up as medicaments
541.52	Hormones, galactogene, not put up as medicaments
541.52	Hormones, gonadotrophin, not put up as medicaments
541.52	Hormones, growth, not put up as medicaments
541.52	Hormones, interstitial-cell-stimulating, not put up as medicaments
541.52	Hormones, lactogenic, not put up as medicaments
541.52	Hormones, luteinizing, not put up as medicaments
541.52	Hormones, pituitary (anterior), not put up as medicaments
541.52	Hormones, somatotrophic, not put up as medicaments
541.52	Hormones, thyroid-stimulating, not put up as medicaments
541.52	Hormones, thyrotrophic, not put up as medicaments
541.52	ICSH (hormone), not put up as medicaments
541.52	LH (hormone), not put up as medicaments
541.52	LTH (hormone), not put up as medicaments
541.52	Luteinostimulin, not put up as medicaments
541.52	Luteotrophin, not put up as medicaments
541.52	Mammotrophin, not put up as medicaments
541.52	PMSG (hormone), not put up as medicaments
541.52	Prolactin, not put up as medicaments
541.52	Somatotrophin, not put up as medicaments
541.52	STH (hormone), not put up as medicaments
541.52	Thyroid-stimulating hormone, not put up as medicaments
541.52	Thyrotrophic hormone, not put up as medicaments
541.52	Thyrotrophin (INN), not put up as medicaments
541.52	TSH (hormone), not put up as medicaments
541.53	Fludrocortisone (INN), not put up as medicaments
541.53	Flumetasone (INN), not put up as medicaments
541.53	Fluocinolone, not put up as medicaments
541.53	Fluocortolone (INN), not put up as medicaments
541.53	Aldosterone (INN), not put up as medicaments
541.53	Betamethasone (INN), not put up as medicaments
541.53	Chloroprednisone (INN), not put up as medicaments
541.53	Clocortolone (INN), not put up as medicaments
541.53	Corticosteroids, adrenal, not put up as medicaments
541.53	Corticosterone, not put up as medicaments
541.53	Cortisol, not put up as medicaments
541.53	Cortisone 21-acetate (INNM), not put up as medicaments
541.53	Cortisone (INN), not put up as medicaments
541.53	11-Dehydrocorticosterone, not put up as medicaments
541.53	Dehydrocortisone, not put up as medicaments
541.53	Dehydrohydrocortisone, not put up as medicaments
541.53	Deoxycorticosterone, not put up as medicaments
541.53	Desoxycortone, not put up as medicaments
541.53	Dexamethasone 21-acetate (INNM), not put up as medicaments
541.53	Dexamethasone (INN), not put up as medicaments
541.53	Fluorometholone (INN), not put up as medicaments
541.53	9alpha-Fluoroprednisolone, not put up as medicaments
541.53	Fluprednidene (INN), not put up as medicaments
541.53	Fluprednisolone (INN), not put up as medicaments
541.53	Flurandrenolone, not put up as medicaments
541.53	Formocortal (INN), not put up as medicaments
541.53	Glucocorticoids, not put up as medicaments
541.53	Hormones, adrenal cortical, and derivatives thereof, used primarily as hormones, not put up as medicaments
541.53	Hormones, adrenal cortical, halogenated derivatives of, not put up as medicaments
541.53	Hydrocortisone 21-acetate (INNM), not put up as medicaments
541.53	Hydrocortisone, not put up as medicaments
541.53	6-alpha-Methylhydrocortisone, not put up as medicaments
541.53	Methylprednisolone (INN), not put up as medicaments
541.53	Paramethasone (INN), not put up as medicaments
541.53	Prednisolone (INN), not put up as medicaments
541.53	Prednisone (INN), not put up as medicaments
541.53	Prednylidene (INN), not put up as medicaments
541.53	Pregnenolone (INN), not put up as medicaments
541.53	Triamcinolone (INN), not put up as medicaments
541.59	Adrenosterone, not put up as medicaments
541.59	Androgens, not put up as medicaments
541.59	5-alpha-Androstane-3,17-dione, not put up as medicaments
541.59	Androstanolone (INN), not put up as medicaments
541.59	Androstenediols, not put up as medicaments
541.59	Androst-4-ene-3,17-dione, not put up as medicaments
541.59	Androsterone, not put up as medicaments
541.59	Anhydrohydroxyprogesterone, not put up as medicaments
541.59	Bolasterone (INN), not put up as medicaments
541.59	Calcitonin (INN), not put up as medicaments
541.59	Chlormadinone, not put up as medicaments
541.59	Clostebol, not put up as medicaments
541.59	Dihydroandrosterone, not put up as medicaments
541.59	Dihydrofolliculin, not put up as medicaments
541.59	Dydrogesterone, not put up as medicaments
541.59	Epinephrine (INN), not put up as medicaments
541.59	Equilenin, not put up as medicaments
541.59	Equilin, not put up as medicaments
541.59	Estradiol (INN), not put up as medicaments
541.59	Estriol succinate (INN), not put up as medicaments
541.59	Estrone (INN), not put up as medicaments
541.59	Ethinylestradiol (INN), not put up as medicaments
541.59	Ethisterone (INN), not put up as medicaments
541.59	Ethylestrenol (INN), not put up as medicaments
541.59	Etynodiol (INN), not put up as medicaments
541.59	Fluoxymesterone (INN), not put up as medicaments
541.59	Folliculin, not put up as medicaments
541.59	Gestonorone (INNM), not put up as medicaments
541.59	Glucagon (INN), not put up as medicaments
541.59	HGF (hormone), not put up as medicaments
541.59	Hormones, adrenal (medulla), not put up as medicaments
541.59	Hormones, pancreas (excl. insulin and its salts), not put up as medicaments
541.59	Hormones, parathyroid, not put up as medicaments
