code	Item
665.99	Letters, glass (excl. of worked glass, mirrors, signalling glassware, illuminated)
665.99	Lifebelts, glass
665.99	Lifebuoys, glass
665.99	Motifs, decorative, made of glass mosaic cubes
665.99	Motifs, glass, backed or framed, for shop signs and shop-windows (excl. of worked glass, mirrors)
665.99	Spirit-lamps, glass (excl. lamps for laboratory use)
665.99	Tanks, glass, for husbandry
665.99	Thread guides, of glass
665.99	Troughs, glass, for birdcages
665.99	Troughs, glass, for husbandry
665.99	Tubes, dropping, of glass (excl. those for laboratory use)
665.99	Tubes, glass, S-shaped, for industrial use (excl. those for electric advertising signs)
666.11	Basins, of porcelain or china
666.11	Beer-mugs, of porcelain or china
666.11	Bins, bread, of porcelain or china
666.11	Bins, storage, of porcelain or china
666.11	Biscuit porcelain kitchenware or tableware
666.11	Bowls, fruit, of porcelain or china
666.11	Bowls, salad, of porcelain or china
666.11	Bowls, sugar, of porcelain or china
666.11	Caddies, tea, of porcelain or china
666.11	Carrara porcelain kitchenware or tableware
666.11	Casseroles, of porcelain or china
666.11	Coffee services, of porcelain or china
666.11	Coffee-pots, of porcelain or china, non-electric
666.11	Cruets, of porcelain or china
666.11	Cups, of porcelain or china
666.11	Dishes, baking or roasting, of porcelain or china
666.11	Dishes, of porcelain or china (excl. purely ornamental dishes and dishes for laboratory use)
666.11	Eggcups, of porcelain or china
666.11	Funnels, of porcelain or china, for kitchen use
666.11	Jars, preserving, of porcelain or china
666.11	Jars, storage, of porcelain or china
666.11	Jugs, kitchen, of porcelain or china
666.11	Kitchenware, of porcelain or china
666.11	Knife-rests, of porcelain or china
666.11	Ladles, of porcelain or china
666.11	Porringers, of porcelain or china
666.11	Pots, mustard, of porcelain or china
666.11	Pots, of porcelain or china (excl. ornamental pots)
666.11	Rolling-pins, of porcelain or china
666.11	Salt-cellars, of porcelain or china
666.11	Sauce-boats, of porcelain or china
666.11	Spoons, of porcelain or china, for domestic use
666.11	Stands, teapot, of porcelain or china
666.11	Table-mats, of porcelain or china
666.11	Tableware, of porcelain or china
666.11	Tea services, of porcelain or china
666.11	Teapots, of porcelain or china
666.11	Trays, of porcelain or china (excl. purely ornamental trays)
666.11	Tureens, of porcelain or china
666.11	Measures, capacity, graduated, of porcelain or china, for kitchen use
666.11	Moulds, pastry or jelly, of porcelain or china
666.11	Napkin-rings, of porcelain or china
666.11	Parian ware (Carrara porcelain) kitchenware or tableware
666.11	Pitchers, of porcelain or china
666.11	Plates, of porcelain or china (excl. purely ornamental plates)
666.11	Platters, of porcelain or china
666.12	Ashtrays, of porcelain or china
666.12	Bedpans, of porcelain or china
666.12	Bottles, hot-water, of porcelain or china
666.12	Chamber-pots, of porcelain or china
666.12	Douche-cans, of porcelain or china
666.12	Ewers, of porcelain or china
666.12	Eyebaths, of porcelain or china
666.12	Hooks, towel, of porcelain or china
666.12	Matchbox holders, of porcelain or china
666.12	Pails, sanitary, of porcelain or china
666.12	Soap dishes, of porcelain or china
666.12	Spittoons, of porcelain or china
666.12	Toilet articles, of porcelain or china (excl. scent sprays)
666.12	Toilet roll (paper) holders, of porcelain or china
666.12	Toilet sets (i.e., ewers, bowls, etc.), of porcelain or china
666.12	Toothbrush holders, of porcelain or china
666.12	Towel-rails, of porcelain or china
666.12	Urinals, portable, of porcelain or china
666.13	Ashtrays, of ceramics other than porcelain or china
666.13	Basins, of ceramics other than porcelain or china (excl. plumbing fixtures)
666.13	Bedpans, of ceramics other than porcelain or china
666.13	Beer-mugs, of ceramics other than porcelain or china
666.13	Bins, bread, of ceramics other than porcelain or china
666.13	Bins, storage, of ceramics other than porcelain or china
666.13	Bottles, of ceramics other than porcelain or china
666.13	Bowls, fruit, of ceramics other than porcelain or china
666.13	Bowls, salad, of ceramics other than porcelain or china
666.13	Bowls, sugar, of ceramics other than porcelain or china
666.13	Caddies, tea, of ceramics other than porcelain or china
666.13	Casseroles, of ceramics other than porcelain or china
666.13	Chamber-pots, of ceramics other than porcelain or china
666.13	Coffee services, of ceramics other than porcelain or china
666.13	Coffee-pots, of ceramics other than porcelain or china, non-electric
666.13	Cruets, of ceramics, other than porcelain or china
666.13	Cups, of ceramics other than porcelain or china
666.13	Delftware tableware and kitchenware
666.13	Delftware toilet articles (excl. scent sprays)
666.13	Dishes, baking or roasting, of ceramics other than porcelain or china
666.13	Dishes, of ceramics other than porcelain or china (excl. purely ornamental dishes and dishes for laboratory use)
666.13	Douche-cans, of ceramics other than porcelain or china
666.13	Earthenware tableware and kitchenware
666.13	Earthenware toilet articles (excl. scent sprays)
666.13	Eggcups, of ceramics other than porcelain or china
666.13	Ewers, of ceramics other than porcelain or china
666.13	Eyebaths, of ceramics other than porcelain or china
666.13	Funnels, of ceramics other than porcelain or china, for kitchen use
666.13	Hooks, towel, of ceramics other than porcelain or china
666.13	Jars, preserving, of ceramics other than porcelain or china
666.13	Jars, storage, of ceramics other than porcelain or china
666.13	Jugs, kitchen, of ceramics other than porcelain or china
666.13	Kitchenware of ceramics other than porcelain or china
666.13	Knife-rests, of ceramics other than porcelain or china
666.13	Ladles, of ceramics other than porcelain or china
666.13	Majolica tableware and kitchenware
666.13	Majolica toilet articles (excl. scent sprays)
666.13	Matchbox holders, of ceramics other than porcelain or china
666.13	Measures, capacity, graduated, of ceramics other than porcelain or china, for kitchen use
666.13	Moulds, pastry or jelly, of ceramics other than porcelain or china
666.13	Napkin-rings, of ceramics other than porcelain or china
666.13	Pails, of ceramics other than porcelain or china
666.13	Pans, bread, of ceramics other than porcelain or china
666.13	Pitchers, of ceramics other than porcelain or china
666.13	Plates, of ceramics other than porcelain or china (excl. purely ornamental plates)
666.13	Platters, of ceramics other than porcelain or china
666.13	Porcelain, imitation, tableware and kitchenware of
666.13	Porcelain, imitation, toilet articles of (excl. scent sprays)
666.13	Porringers, of ceramics other than porcelain or china
666.13	Pots, mustard, of ceramics other than porcelain or china
666.13	Pots, of ceramics other than porcelain or china (excl. ornamental pots)
666.13	Pottery (common) tableware and kitchenware
666.13	Pottery (common) toilet articles (excl. scent sprays)
666.13	Ramekins, of ceramics other than porcelain or china
666.13	Rolling-pins, of ceramics other than porcelain or china
666.13	Salt-cellars, of ceramics other than porcelain or china
666.13	Sauce-boats, of ceramics other than porcelain or china
666.13	Soap dishes, of ceramics other than porcelain or china
666.13	Spittoons, of ceramics other than porcelain or china
666.13	Spoons, of ceramics other than porcelain or china, for domestic use
666.13	Stands, teapot, of ceramics other than porcelain or china
666.13	Steins, of ceramics other than porcelain or china
666.13	Stoneware tableware and kitchenware
666.13	Stoneware toilet articles (excl. scent sprays)
666.13	Table-mats, of ceramics other than porcelain or china
666.13	Tableware, of ceramics other than porcelain or china
666.13	Tea services, of ceramics other than porcelain or china
666.13	Teapots, of ceramics other than porcelain or china
666.13	Toilet articles, of ceramics other than porcelain or china
666.13	Toilet roll (paper) holders, of ceramics other than porcelain or china
666.13	Toilet sets (i.e., ewers, bowls, etc.), of ceramics other than porcelain or china
666.13	Toothbrush holders, of ceramics other than porcelain or china
666.13	Towel-rails, of ceramics other than porcelain or china
666.13	Trays, of ceramics other than porcelain or china (excl. purely ornamental trays)
666.13	Tureens, of ceramics other than porcelain or china
666.13	Urinals, portable, of ceramics other than porcelain or china
666.21	Medallions, of porcelain or china (excl. antiques and jewellery)
666.21	Ornaments for gardens, of porcelain or china
666.21	Ornaments for mantlepieces (incl. parts of clock sets), shelves, etc., of porcelain or china
666.21	Ornaments for tombs, of porcelain or china
666.21	Paperweights, of porcelain or china
666.21	Pedestals, of porcelain or china (excl. those for sanitary fixtures)
666.21	Plaques, wall-hanging, of porcelain or china
666.21	Plates, wall-hanging, of porcelain or china
666.21	Pots, of porcelain or china, purely ornamental
666.21	Religious ornaments, of porcelain or china
666.21	Smokers' sets, of porcelain or china
666.21	Stands, of porcelain or china, for decorative articles
666.21	Statues, of porcelain or china (excl. original statuary)
666.21	Statuettes, of porcelain or china (excl. original statuary)
666.21	Trays, of porcelain or china, moulded in relief, wholly ornamental (incl. wall-hanging trays)
666.21	Trophies, sporting or art, of porcelain or china
666.21	Vases, of porcelain or china
666.21	Wall ornaments, of porcelain or china, incorporating fittings for hanging
666.21	Wreaths, of porcelain or china, for tombs
666.21	Animals, of porcelain or china (excl. original sculptures and statuary)
666.21	Bas-reliefs, of porcelain or china
666.21	Book-ends, of porcelain or china
666.21	Bowls, of porcelain or china, purely ornamental
666.21	Boxes, cachou, of porcelain or china
666.21	Boxes, cigarette, of porcelain or china
666.21	Burners, perfume, of porcelain or china
666.21	Busts, of porcelain or china (excl. original statuary)
666.21	Candlesticks, of porcelain or china
666.21	Cases, jewel, of porcelain or china
666.21	Crucifixes, of porcelain or china
666.21	Desk furnishings, of porcelain or china
666.21	Dishes, purely decorative, of porcelain or china
666.21	Figures, of porcelain or china, for interior or exterior decoration (excl. original sculptures and statuary)
666.21	Figurines, of porcelain or china (excl. original sculptures and statuary)
666.21	Fire-screens, of porcelain or china
666.21	Flowerpots, decorative, of porcelain or china
666.21	Flowers, artificial, of porcelain or china
666.21	Fruit, artificial, of porcelain or china
666.21	Inkstands, of porcelain or china
666.21	Jardinières, of porcelain or china
666.21	Knick-knacks, of porcelain or china
666.21	Leaves, artificial, of porcelain or china
666.29	Figurines, of ceramics other than porcelain or china (excl. original sculptures and statuary)
666.29	Fire-screens, of ceramics other than porcelain or china
666.29	Flowerpots, decorative, of ceramics other than porcelain or china
666.29	Flowers, artificial, of ceramics other than porcelain or china
666.29	Fruit, artificial, of ceramics other than porcelain or china
666.29	Inkstands, of ceramics other than porcelain or china
666.29	Jardinières, of ceramics other than porcelain or china
666.29	Knick-knacks, of ceramics other than porcelain or china
666.29	Leaves, artificial, of ceramics other than porcelain or china
666.29	Medallions, of ceramics other than porcelain or china (excl. antiques and jewellery)
666.29	Ornaments for gardens, of ceramics other than porcelain or china
666.29	Ornaments for mantlepieces (incl. parts of clock sets), shelves, etc., of ceramics other than porcelain or china
666.29	Ornaments for tombs, of ceramics other than porcelain or china
666.29	Statues, of ceramics other than porcelain or china (excl. original statuary)
666.29	Statuettes, of ceramics other than porcelain or china (excl. original statuary)
666.29	Trays, of ceramics other than porcelain or china, moulded in relief, wholly ornamental (incl. wall-hanging trays)
666.29	Animals, of ceramics other than porcelain or china (excl. original sculptures and statuary)
666.29	Bas-reliefs, of ceramics other than porcelain or china
666.29	Book-ends, of ceramics other than porcelain or china
666.29	Bowls, of ceramics other than porcelain or china, purely ornamental
666.29	Boxes, cachou, of ceramics other than porcelain or china
666.29	Boxes, cigarette, of ceramics other than porcelain or china
666.29	Burners, perfume, of ceramics other than porcelain or china
666.29	Busts, of ceramics other than porcelain or china (excl. original statuary)
666.29	Candlesticks, of ceramics other than porcelain or china
666.29	Cases, jewel, of ceramics other than porcelain or china
666.29	Crucifixes, of ceramics other than porcelain or china
666.29	Desk furnishings, of ceramics other than porcelain or china
666.29	Dishes, purely decorative, of ceramics other than porcelain or china
666.29	Figures, of ceramics other than porcelain or china, for exterior decoration (excl. original sculptures and statuary)
666.29	Paperweights, of ceramics other than porcelain or china
666.29	Pedestals, of ceramics other than porcelain or china (excl. those for sanitary fixtures)
666.29	Plaques, wall-hanging, of ceramics other than porcelain or china
666.29	Plates, wall-hanging, of ceramics other than porcelain or china
666.29	Pots, of ceramics other than porcelain or china, purely ornamental
666.29	Religious ornaments, of ceramics other than porcelain or china
666.29	Smokers' sets, of ceramics other than porcelain or china
666.29	Stands, of ceramics other than porcelain or china, for decorative articles
666.29	Trophies, sporting or art, of ceramics other than porcelain or china
666.29	Vases, of ceramics other than porcelain or china
666.29	Wall ornaments, of ceramics other than porcelain or china, incorporating fittings for hanging
666.29	Wreaths, of ceramics other than porcelain or china, for tombs
667.11	Pearls, baroque, natural, not strung, mounted or set
667.11	Pearls, blister, natural, not strung, mounted or set
667.11	Pearls, freshwater, natural, not strung, mounted or set
667.11	Pearls, half-round (button pearls), natural, not strung, mounted or set
667.11	Pearls, natural, drilled or sawn, not strung, mounted or set
667.11	Pearls, natural, ground to remove defects, not strung, mounted or set
667.11	Pearls, natural, ungraded, loose or temporarily strung for convenience of transport
667.11	Pearls, natural, whether or not worked or graded, not strung, mounted or set
667.11	Pearls, three-quarter or half, natural, not mounted or set
667.12	Pearls, baroque, cultured, unworked, not strung, mounted or set
667.12	Pearls, blister, cultured, unworked, not strung, mounted or set
667.12	Pearls, cultured, unworked, not strung, mounted or set
667.12	Pearls, cultured, unworked, ungraded, loose or temporarily strung for convenience of transport
667.12	Pearls, half-round (button pearls), cultured, unworked, whether or not graded, not strung, mounted or set
667.12	Pearls, three-quarter or half, cultured, unworked, not mounted or set
667.13	Pearls, baroque, cultured, worked, whether or not graded, not strung, mounted or set
667.13	Pearls, blister, cultured, worked, whether or not graded, not strung, mounted or set
667.13	Pearls, cultured, drilled or sawn, not strung, mounted or set
667.13	Pearls, cultured, ground to remove defects, not strung, mounted or set
667.13	Pearls, cultured, worked, ungraded, loose or temporarily strung for convenience of transport
667.13	Pearls, cultured, worked, whether or not graded, not strung, mounted or set
667.13	Pearls, half-round (button pearls), cultured, worked, whether or not graded, not strung, mounted or set
667.13	Pearls, three-quarter or half, cultured, worked, not mounted or set
667.21	Diamonds, rough, unsorted
667.22	Diamonds, non-industrial, broken or crushed
667.22	Diamonds, non-industrial, simply sawn, cleaved or bruted
667.22	Diamonds, non-industrial, unworked
667.29	Diamonds, non-industrial, drilled
667.29	Diamonds, non-industrial, engraved (incl. cameos and intaglios)
667.29	Diamonds, non-industrial, faceted or polished, not mounted or set
667.29	Diamonds, non-industrial, prepared as doublets or triplets
667.29	Diamonds, non-industrial, worked beyond simple sawing, cleaving or bruting, not mounted or set
667.31	Adularia, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Agate, banded, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set nor converted into articles
667.31	Agate, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set nor converted into articles
667.31	Alexandrite, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Almandine, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Amazon stone, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Amazonite, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Amethyst, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Amphiboles, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set nor converted into articles
667.31	Bloodstone, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Blue John (fluorite), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Bonamite, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Cairngorm, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Cat's-eye (chrysoberyl), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Cat's-eye (quartz), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Cat's-eye (tourmaline), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Ceylonite, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Chalcedony, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Chessylite, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Chiastolite, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Chloromelanite, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Chrysoberyl, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Chrysocolla, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Chrysolite, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Chrysoprase, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Cinnamonstone, unworked or simply sawn, or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Citrine, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Cordierite, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Cornelian, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Corundum, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Cymophane, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Demantoid, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Dichroite, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Emerald, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Euclase, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Falcon's-eye (quartz), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Morion, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Moss agate (quartz), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Moss opal, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Nephrite (amphibole), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Obsidian, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Oligoclase (feldspar), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Olivine, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Onyx, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted, or set nor converted into articles
667.31	Opal matrix, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Opal, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Orthoclase, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Padparadschah, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Peridot (olivine), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Plasma (green quartz), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Pleonast (black spinel), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Prase, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Pyrites, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Pyrope (garnet), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Quartz, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set nor converted into optical elements
667.31	Rhodolite (garnet), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Rhodonite (natural manganese silicate), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Rock-crystal (quartz), precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set nor converted into optical elements or other articles
667.31	Ruby, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set nor converted into articles and not for horological, laser or measuring instruments
667.31	Andalusite, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Andradite, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Aquamarine, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Augite, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set nor converted into articles
667.31	Aventurine feldspar, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Aventurine quartz, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Azurite malachite, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Azurite, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Beryl, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Feldspar (felspar), precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Fire-opal, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Fluorite, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Fluorspar, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Garnet, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Greenstone, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Grossular, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Haematite, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Heliotrope, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Hessonite, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Hiddenite, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Hornblende, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Hyacinth (zircon), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Iolite (cordierite), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Jade, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set nor converted into articles
667.31	Jadeite, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set nor converted into articles
667.31	Jasper, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Kunzite (spodumene), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Kyanite, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Labradorite, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Lapis lazuli, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Malachite, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Marcasite, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Melanite (garnet), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Microline, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Moonstone, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Morganite (beryl), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Sapphire, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set nor converted into articles and not for horological or measuring instruments or pick-up styli
667.31	Sard (cornelian), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Sardonyx, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Serpentine, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Spessartite (garnet), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Sphene, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Spinel, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Spodumene, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Stones, precious (excl. diamonds) or semiprecious, unworked or simply sawn or roughly shaped, temporarily strung for transport
667.31	Stones, precious (excl. diamonds), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set (excl. optical elements, finished articles and parts for pick-up styli, horological, laser and measuring instruments)
667.31	Stones, semiprecious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set (excl. optical elements, finished articles and parts for pick-up styli, horological, laser and measuring instruments)
667.31	Sun-stone, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Tiger's-eye (quartz), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Titanite (sphene), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Topaz, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Topazolite (garnet), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Tourmaline, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Turquoise, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Variscite, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Vesuvianite (idocrase), unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.31	Zircon, precious, unworked or simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Adularia, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Agate, banded, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set nor converted into articles
667.39	Agate, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set nor converted into articles
667.39	Alexandrite, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Almandine, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Amazon stone, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Amazonite, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Amethyst, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Amphiboles, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set nor converted into articles
667.39	Andalusite, precious, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Andradite, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Aquamarine, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Augite, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set nor converted into articles
667.39	Aventurine feldspar, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Aventurine quartz, worked other than simply sawn roughly shaped, whether or not graded, not strung, mounted or set
667.39	Azurite malachite, precious, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Azurite, precious, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Beryl, precious, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Bloodstone, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Blue John (fluorite), worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Bonamite, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Cairngorm, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Falcon's-eye (quartz), worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Feldspar (felspar), precious, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Fire-opal, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Fluorite, precious, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Fluorspar, precious, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Garnet, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Greenstone, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Grossular, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Haematite, precious, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Heliotrope, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Hessonite, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
667.39	Hiddenite, worked other than simply sawn or roughly shaped, whether or not graded, not strung, mounted or set
